index,is_calib_neg,meta_score
13413,1,0.4891869959184014
1770,1,0.4387566715688381
6547,1,0.4178031531927025
7645,1,0.4403045605387687
7319,1,0.5199774697343262
8352,1,0.4917194870524682
3896,1,0.4456817560941317
4868,1,0.4648017663326331
8155,1,0.4667200149466642
1750,1,0.4886977314628709
7889,1,0.4516640151551004
10609,1,0.4891217949174415
13268,1,0.4425200073649489
11056,1,0.4436180994224014
6157,1,0.4426476590801321
11041,1,0.4757865239611418
15951,1,0.4567538565452282
16075,1,0.4428950413455671
15328,1,0.4561385164043109
7944,1,0.4810819924481343
3842,1,0.465112117016958
11454,1,0.4733371692626689
10503,1,0.4590457026775577
3966,1,0.4486473895895034
5865,1,0.4655934293058884
4899,1,0.4389941037323928
13635,1,0.4242118969668509
16163,1,0.4780481255613419
12608,1,0.474698316936205
16121,1,0.4594078986856375
16179,1,0.4599020705085005
11533,1,0.4423748000374372
12283,1,0.4779332069106453
1828,1,0.487704279444651
12179,1,0.4483423868667707
10267,1,0.4248268982443498
12446,1,0.4650831237524265
12704,1,0.5126193351611744
8820,1,0.4297069840579445
12474,1,0.457520953246167
11882,1,0.4497310499576827
13408,1,0.4475310199230408
7634,1,0.4921469666605104
8910,1,0.4968601689663064
10432,1,0.4591611495850932
4983,1,0.4343782229236383
13877,1,0.5077249025033321
8378,1,0.5095188399286071
15290,1,0.4938778268072979
4534,1,0.4429523403629057
10369,1,0.4446578455838282
14858,1,0.4072320619168238
8351,1,0.4781411886638091
11464,1,0.4109750071333256
12826,1,0.5259331295676666
12479,1,0.4633966782039419
13080,1,0.4785962324054227
4615,1,0.4645710796348017
6638,1,0.4599230112523472
12601,1,0.4429677009011292
6121,1,0.4623836613279289
14498,1,0.4232064871921703
8021,1,0.4623257345647419
4602,1,0.4103092795605452
14990,1,0.4338962819601982
14997,1,0.4586239280151563
14012,1,0.4617003568785728
4079,1,0.5119333623832242
5703,1,0.4930077918012317
10345,1,0.4540828411892367
2788,1,0.5167945847129107
6221,1,0.4514586913070751
8608,1,0.4257576091245498
10329,1,0.4850931894848209
8039,1,0.4347996978962578
14067,1,0.4079952199836903
4348,1,0.4605429950372194
12871,1,0.4627680357564982
15391,1,0.4905912533069132
13788,1,0.4597721538601411
15121,1,0.4791487348553487
12721,1,0.4729430392336209
15765,1,0.493097421509482
15896,1,0.4868290098915723
10459,1,0.4926607343307381
12200,1,0.5147805525168987
15724,1,0.4323550764898703
14205,1,0.462673462222506
16049,1,0.3926179032271649
1774,1,0.4388506605703343
15193,1,0.4707748093923971
5264,1,0.4572317117946876
8772,1,0.4923983249992308
15203,1,0.4446747351528158
8656,1,0.457290031323796
5852,1,0.4585092288914719
13024,1,0.4489220658358692
7210,1,0.4520975528864253
15715,1,0.4335344230979532
5594,1,0.4728997911668997
12975,1,0.5199449566873531
11641,1,0.4490588370957658
4580,1,0.4505152855591565
14840,1,0.5096766948993019
12373,1,0.4124738310299169
15229,1,0.4656587292915147
11746,1,0.4616304539997836
13311,1,0.4185724525138282
4588,1,0.4744565593455937
15819,1,0.4251754232442667
8364,1,0.4658017278732573
14118,1,0.4339971877325232
12483,1,0.4437091039439895
12277,1,0.4640529530224899
15024,1,0.4336635725113366
12265,1,0.4600947999835587
5507,1,0.4492744561229006
8052,1,0.5009084920105585
14972,1,0.4700385989632787
3732,1,0.4454601639364685
10283,1,0.4336935474917658
12568,1,0.4826475788444919
6633,1,0.4057416845673735
11735,1,0.4553699079630387
8598,1,0.4215615700260197
14503,1,0.4624623358720877
7439,1,0.4914405963101552
4697,1,0.4352530049032691
6708,1,0.4575196816896563
13940,1,0.4465942024912179
12037,1,0.432117597050121
6978,1,0.4409475114126318
13210,1,0.4640119627735212
11728,1,0.4821041934905061
6834,1,0.4609566847260817
15306,1,0.4571995915414428
12917,1,0.4860429296617386
16096,1,0.3967117792697182
3340,1,0.4894825021254819
12252,1,0.5055269995619436
1794,1,0.4424421148322828
6926,1,0.4906208487271508
13860,1,0.4557478379101464
14363,1,0.4660176630718116
10254,1,0.4263593513288176
8077,1,0.446705533577199
4975,1,0.4057559766279723
12967,1,0.4609476547283102
8213,1,0.4490529241025631
