source,smiles,meta_score,pval,pval_weighted,pval_unweighted,qval,selected,pu_label
G2,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)C1O,0.7708110276963862,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
G1,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(OCCC)C1O,0.7707876011624355,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
newRef_137,CCC(O)(CC)COc1ccc(C(CC)(CC)c2ccc(OCC(CO)CO)c(C)c2)cc1C,0.7707441540133357,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
G1,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)c2ccc(C(C)(C)O)o2)CC(O)CC1O,0.7706083819167328,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(CC)CC)CC(O)CC1O,0.770562509158133,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
newRef_137,C=C1C(O)CC(=CC=CCC(C)=CC(C)CCCC(C)(C)O)CC1O,0.7704544186816354,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,CCCOC1C(O)CC(=CC=C2CCCC3(C)C(C(C)SCCC(O)(CC)CC)=CCC23)CC1O,0.7703447366644283,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCO)CC1O,0.7702213952154275,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,CCn1c(C(=O)Oc2ccc(CCO)cc2)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.7700621822950261,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,CCC(CC)(c1ccc(OC[C@@H](O)CO)cc1)c1ccc(OC[C@H](O)C(C)(C)C)cc1,0.7696844556322616,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(=O)C=CC)CC1O,0.769657184881475,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,CCC(C)C(NC(=O)c1ccc(C(CC)(CC)c2ccc(OCCC(O)(CC)CC)c(C)c2)n1CC)C(=O)O,0.7694750794425553,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCC(=O)O)CCC32)C1,0.7690574347206894,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CCO)CCCC)CC1O,0.7683967295355905,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(CCC)C1O,0.7683627961955812,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
initial_370,COC(=O)c1ccccc1OCc1oc(-c2cccc(OC)c2)nc1C,0.7682741810367957,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
G3,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)CC1O,0.7680728150859564,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
G1,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2(C(=O)OCCCC)CC2)CC(O)CC1O,0.7679629301078837,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
initial_370,CCn1c(C(=O)NC(C)CO)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.7677546160774407,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
